Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified
10007796,University of Leicester,800,B,15,General Engineering, ,,,Overall,30,10,80,9,1,0
10007796,University of Leicester,800,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,19.4,35,39,25,1,0
10007796,University of Leicester,800,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,24.39,16,47,36,1,0
10007796,University of Leicester,800,C,18,Economics and Econometrics, ,,,Overall,22.4,12,47,31,8,2
10007796,University of Leicester,800,C,19,Business and Management Studies, ,,,Overall,59.6,14,45,34,7,0
10007796,University of Leicester,800,C,20,Law, ,,,Overall,39.53,12,68,20,0,0
10007796,University of Leicester,800,C,21,Politics and International Studies, ,,,Overall,18,8,46,39,7,0
10007796,University of Leicester,800,C,22,Social Work and Social Policy, ,,,Overall,12,4,80,14,2,0
10007796,University of Leicester,800,C,23,Sociology, ,,,Overall,11.5,12,36,50,2,0
10007796,University of Leicester,800,C,25,Education, ,,,Overall,24.1,12,49,33,6,0
10007796,University of Leicester,800,D,28,Modern Languages and Linguistics, ,,,Overall,12,5,44,46,5,0
10007796,University of Leicester,800,D,29,English Language and Literature, ,,,Overall,28.4,30,49,18,3,0
10007796,University of Leicester,800,D,30,History, ,,,Overall,27,30,55,14,1,0
10007796,University of Leicester,800,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,6.2,27,45,26,2,0
10007796,University of Leicester,800,D,36,"Communication, Cultural and Media Studies, Library and Information Management",A,Media and communication,,Overall,22,37,45,16,2,0
10007796,University of Leicester,800,D,36,"Communication, Cultural and Media Studies, Library and Information Management",B,Museum studies,,Overall,10.8,52,38,8,2,0
10007151,University of Lincoln,810,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,19.4,25,61,14,0,0
10007151,University of Lincoln,810,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,12.8,13,22,55,8,2
10007151,University of Lincoln,810,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,14,31,47,20,2,0
10007151,University of Lincoln,810,B,11,Computer Science and Informatics, ,,,Overall,14.5,10,32,31,19,8
10007151,University of Lincoln,810,B,15,General Engineering, ,,,Overall,12,9,38,45,0,8
10007151,University of Lincoln,810,C,16,"Architecture, Built Environment and Planning", ,,,Overall,6.2,5,16,47,32,0
10007151,University of Lincoln,810,C,19,Business and Management Studies, ,,,Overall,9.4,13,41,44,2,0
10007151,University of Lincoln,810,C,20,Law, ,,,Overall,4.2,0,43,46,11,0
10007151,University of Lincoln,810,C,21,Politics and International Studies, ,,,Overall,7.3,3,29,50,18,0
10007151,University of Lincoln,810,C,22,Social Work and Social Policy, ,,,Overall,11.2,5,39,52,4,0
10007151,University of Lincoln,810,C,25,Education, ,,,Overall,6.6,12,30,40,18,0
10007151,University of Lincoln,810,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,7,12,37,39,12,0
10007151,University of Lincoln,810,D,29,English Language and Literature, ,,,Overall,11,8,38,51,3,0
10007151,University of Lincoln,810,D,30,History, ,,,Overall,11,23,37,38,2,0
10007151,University of Lincoln,810,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,13.1,10,60,22,8,0
10007151,University of Lincoln,810,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.2,2,29,46,15,8
10007151,University of Lincoln,810,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,6.4,12,53,19,14,2
10006842,University of Liverpool,820,A,1,Clinical Medicine, ,,(joint submission with Liverpool School of Tropical Medicine),Overall,143.5,30,50,19,1,0
10006842,University of Liverpool,820,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,31.3,38,35,22,3,2
10006842,University of Liverpool,820,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,33,37,43,18,2,0
10006842,University of Liverpool,820,A,5,Biological Sciences, ,,,Overall,18,16,65,19,0,0
10006842,University of Liverpool,820,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,54.64,42,40,17,1,0
10006842,University of Liverpool,820,B,7,Earth Systems and Environmental Sciences, ,,,Overall,24.8,17,70,13,0,0
10006842,University of Liverpool,820,B,8,Chemistry, ,,,Overall,34,51,48,1,0,0
10006842,University of Liverpool,820,B,9,Physics, ,,,Overall,34.3,17,73,9,1,0
10006842,University of Liverpool,820,B,10,Mathematical Sciences, ,,,Overall,39.63,13,67,20,0,0
10006842,University of Liverpool,820,B,11,Computer Science and Informatics, ,,,Overall,24,35,62,3,0,0
10006842,University of Liverpool,820,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,24,12,78,10,0,0
10006842,University of Liverpool,820,B,15,General Engineering, ,,,Overall,34,19,76,5,0,0
10006842,University of Liverpool,820,C,16,"Architecture, Built Environment and Planning", ,,,Overall,22.2,35,48,17,0,0
10006842,University of Liverpool,820,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Environmental studies,,Overall,33,13,52,29,6,0
10006842,University of Liverpool,820,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Overall,16,31,45,24,0,0
10006842,University of Liverpool,820,C,19,Business and Management Studies, ,,,Overall,45.15,21,52,25,2,0
10006842,University of Liverpool,820,C,20,Law, ,,,Overall,20,11,70,18,1,0
10006842,University of Liverpool,820,C,21,Politics and International Studies, ,,,Overall,5,20,19,44,17,0
10006842,University of Liverpool,820,C,22,Social Work and Social Policy, ,,,Overall,18,14,60,26,0,0
10006842,University of Liverpool,820,D,28,Modern Languages and Linguistics, ,,,Overall,21,26,46,25,3,0
10006842,University of Liverpool,820,D,29,English Language and Literature, ,,,Overall,28.3,36,49,12,3,0
10006842,University of Liverpool,820,D,30,History, ,,,Overall,23,34,40,25,1,0
10006842,University of Liverpool,820,D,31,Classics, ,,,Overall,8.5,17,51,26,6,0
10006842,University of Liverpool,820,D,32,Philosophy, ,,,Overall,8,17,45,38,0,0
10006842,University of Liverpool,820,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,9,32,40,24,4,0
10006842,University of Liverpool,820,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,7.5,18,45,22,15,0
10003956,Liverpool Hope University,830,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,10.8,2,20,64,14,0
10003956,Liverpool Hope University,830,B,11,Computer Science and Informatics, ,,,Overall,7,0,30,50,20,0
10003956,Liverpool Hope University,830,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,4.2,0,7,42,34,17
10003956,Liverpool Hope University,830,C,21,Politics and International Studies, ,,,Overall,7,0,24,34,36,6
10003956,Liverpool Hope University,830,C,22,Social Work and Social Policy, ,,,Overall,6.2,3,45,16,34,2
10003956,Liverpool Hope University,830,C,25,Education, ,,,Overall,12.2,15,38,34,13,0
10003956,Liverpool Hope University,830,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,8.6,4,26,32,36,2
10003956,Liverpool Hope University,830,D,29,English Language and Literature, ,,,Overall,14.2,21,28,36,15,0
10003956,Liverpool Hope University,830,D,30,History, ,,,Overall,10.6,4,37,45,14,0
10003956,Liverpool Hope University,830,D,33,Theology and Religious Studies, ,,,Overall,14.9,9,37,38,14,2
10003956,Liverpool Hope University,830,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Overall,7.75,4,43,52,1,0
10003956,Liverpool Hope University,830,D,35,"Music, Drama, Dance and Performing Arts",B,Drama,,Overall,9,0,12,55,33,0
10003957,Liverpool John Moores University,840,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,34.5,10,58,30,1,1
10003957,Liverpool John Moores University,840,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,9.7,10,45,41,4,0
10003957,Liverpool John Moores University,840,B,9,Physics, ,,,Overall,22.71,23,58,18,1,0
10003957,Liverpool John Moores University,840,B,11,Computer Science and Informatics, ,,,Overall,9.7,0,48,46,4,2
10003957,Liverpool John Moores University,840,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,13,2,43,53,2,0
10003957,Liverpool John Moores University,840,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,7,0,71,27,2,0
10003957,Liverpool John Moores University,840,B,15,General Engineering, ,,,Overall,11,0,58,31,9,2
10003957,Liverpool John Moores University,840,C,16,"Architecture, Built Environment and Planning", ,,,Overall,17.2,7,45,38,10,0
10003957,Liverpool John Moores University,840,C,20,Law, ,,,Overall,7,0,51,46,3,0
10003957,Liverpool John Moores University,840,C,22,Social Work and Social Policy, ,,,Overall,8,9,54,35,2,0
10003957,Liverpool John Moores University,840,C,24,Anthropology and Development Studies, ,,,Overall,13.2,18,35,33,6,8
10003957,Liverpool John Moores University,840,C,25,Education, ,,,Overall,12.8,10,51,36,0,3
10003957,Liverpool John Moores University,840,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,34.75,61,36,2,1,0
10003957,Liverpool John Moores University,840,D,29,English Language and Literature, ,,,Overall,13.4,22,46,30,2,0
10003957,Liverpool John Moores University,840,D,30,History, ,,,Overall,7,6,50,35,9,0
10003957,Liverpool John Moores University,840,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,8.6,13,51,34,2,0
10003957,Liverpool John Moores University,840,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,13,12,46,35,7,0
10003958,Liverpool School of Tropical Medicine,855,A,1,Clinical Medicine, ,,(joint submission with University of Liverpool),Overall,31,30,50,19,1,0
10003958,Liverpool School of Tropical Medicine,855,A,2,"Public Health, Health Services and Primary Care", ,,(joint submission with University of Warwick),Overall,4.2,39,41,19,1,0
10007162,"University of the Arts, London",860,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,109.7,31,52,15,2,0
10007812,University of London Institute in Paris,910,D,28,Modern Languages and Linguistics, ,,,Overall,3,0,22,25,38,15
10007784,University College London,1080,A,1,Clinical Medicine, ,,,Overall,449.74,43,37,18,1,1
10007784,University College London,1080,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,159.75,46,35,17,1,1
10007784,University College London,1080,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Dentistry,,Overall,34.23,29,56,14,1,0
10007784,University College London,1080,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Pharmacy,,Overall,46.8,47,40,13,0,0
10007784,University College London,1080,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,286.6,51,32,14,2,1
10007784,University College London,1080,A,5,Biological Sciences, ,,(joint submission with Birkbeck College),Overall,172.9,46,36,16,1,1
10007784,University College London,1080,B,7,Earth Systems and Environmental Sciences, ,,(joint submission with Birkbeck College),Overall,34.15,34,58,7,1,0
10007784,University College London,1080,B,8,Chemistry, ,,,Overall,62,37,57,5,1,0
10007784,University College London,1080,B,9,Physics, ,,,Overall,110.53,23,67,9,1,0
10007784,University College London,1080,B,10,Mathematical Sciences, ,,,Overall,62.95,27,55,17,1,0
10007784,University College London,1080,B,11,Computer Science and Informatics, ,,,Overall,70.7,61,35,4,0,0
10007784,University College London,1080,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,54.16,23,67,9,1,0
10007784,University College London,1080,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,38,40,57,3,0,0
10007784,University College London,1080,B,14,Civil and Construction Engineering, ,,,Overall,38.1,11,49,29,10,1
10007784,University College London,1080,B,15,General Engineering, ,,,Overall,53.7,41,54,5,0,0
10007784,University College London,1080,C,16,"Architecture, Built Environment and Planning", ,,,Overall,135.93,46,35,17,2,0
10007784,University College London,1080,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,60.93,42,31,22,5,0
10007784,University College London,1080,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,40.4,41,40,16,3,0
10007784,University College London,1080,C,18,Economics and Econometrics, ,,,Overall,36.9,79,20,1,0,0
10007784,University College London,1080,C,19,Business and Management Studies, ,,,Overall,13,46,24,20,7,3
10007784,University College London,1080,C,20,Law, ,,,Overall,47.04,50,34,14,2,0
10007784,University College London,1080,C,21,Politics and International Studies, ,,,Overall,30,41,48,10,0,1
10007784,University College London,1080,C,22,Social Work and Social Policy, ,,,Overall,12.8,31,53,16,0,0
10007784,University College London,1080,C,24,Anthropology and Development Studies, ,,,Overall,31.37,40,28,18,11,3
10007784,University College London,1080,C,25,Education,A,Institute of Education,,Overall,219,48,30,18,3,1
10007784,University College London,1080,C,25,Education,B,Medical Education,,Overall,8.2,17,33,41,5,4
10007784,University College London,1080,D,27,Area Studies, ,,,Overall,39.36,43,21,32,4,0
10007784,University College London,1080,D,28,Modern Languages and Linguistics, ,,,Overall,48.47,32,42,21,4,1
10007784,University College London,1080,D,29,English Language and Literature, ,,,Overall,28.4,52,33,14,1,0
10007784,University College London,1080,D,30,History, ,,,Overall,42.2,42,40,16,2,0
10007784,University College London,1080,D,31,Classics, ,,,Overall,13,26,50,22,2,0
10007784,University College London,1080,D,32,Philosophy, ,,,Overall,23.95,46,29,24,1,0
10007784,University College London,1080,D,33,Theology and Religious Studies, ,,,Overall,7,37,41,22,0,0
10007784,University College London,1080,D,34,"Art and Design: History, Practice and Theory",A,History of Art,,Overall,17,37,48,15,0,0
10007784,University College London,1080,D,34,"Art and Design: History, Practice and Theory",B,Fine Art,,Overall,19,20,59,16,3,2
10007784,University College London,1080,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,17.35,29,39,21,11,0
10007769,London Business School,1140,C,19,Business and Management Studies, ,,,Overall,98.83,56,26,12,3,3
10004063,London School of Economics and Political Science,1150,B,10,Mathematical Sciences, ,,,Overall,31.04,13,69,18,0,0
10004063,London School of Economics and Political Science,1150,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,36.2,43,42,12,3,0
10004063,London School of Economics and Political Science,1150,C,18,Economics and Econometrics, ,,,Overall,51.4,69,24,3,1,3
10004063,London School of Economics and Political Science,1150,C,19,Business and Management Studies, ,,,Overall,80.77,59,31,8,1,1
10004063,London School of Economics and Political Science,1150,C,20,Law, ,,,Overall,62.87,53,35,11,1,0
10004063,London School of Economics and Political Science,1150,C,21,Politics and International Studies, ,,,Overall,62.25,54,38,7,1,0
10004063,London School of Economics and Political Science,1150,C,22,Social Work and Social Policy, ,,,Overall,47.2,71,25,4,0,0
10004063,London School of Economics and Political Science,1150,C,23,Sociology, ,,,Overall,24.75,34,46,19,0,1
10004063,London School of Economics and Political Science,1150,C,24,Anthropology and Development Studies,A,Anthropology,,Overall,19.05,30,34,28,6,2
10004063,London School of Economics and Political Science,1150,C,24,Anthropology and Development Studies,B,International development,,Overall,22.5,31,50,15,4,0
10004063,London School of Economics and Political Science,1150,D,27,Area Studies, ,,,Overall,19.65,55,30,15,0,0
10004063,London School of Economics and Political Science,1150,D,30,History, ,,,Overall,44,34,48,17,1,0
10004063,London School of Economics and Political Science,1150,D,32,Philosophy, ,,,Overall,16.5,38,45,17,0,0
10004063,London School of Economics and Political Science,1150,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,14,65,29,6,0,0
10007771,London School of Hygiene & Tropical Medicine,1170,A,1,Clinical Medicine, ,,,Overall,56.5,40,35,23,1,1
10007771,London School of Hygiene & Tropical Medicine,1170,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,257.16,43,37,19,1,0
10004048,London Metropolitan University,1180,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,11,9,50,30,11,0
10004048,London Metropolitan University,1180,B,10,Mathematical Sciences, ,,,Overall,3.9,4,40,54,2,0
10004048,London Metropolitan University,1180,B,11,Computer Science and Informatics, ,,,Overall,5.4,0,19,37,33,11
10004048,London Metropolitan University,1180,C,16,"Architecture, Built Environment and Planning", ,,,Overall,12,3,36,41,20,0
10004048,London Metropolitan University,1180,C,19,Business and Management Studies, ,,,Overall,4,7,31,48,14,0
10004048,London Metropolitan University,1180,C,20,Law, ,,,Overall,2,0,16,17,55,12
10004048,London Metropolitan University,1180,C,21,Politics and International Studies, ,,,Overall,4,0,17,51,32,0
10004048,London Metropolitan University,1180,C,22,Social Work and Social Policy, ,,,Overall,9.7,19,49,27,5,0
10004048,London Metropolitan University,1180,C,25,Education, ,,,Overall,3.8,15,38,44,3,0
10004048,London Metropolitan University,1180,D,27,Area Studies, ,,,Overall,8.5,35,42,20,3,0
